example_id,source,split,model_name,task,train_loss,validation_loss,train_metric,validation_metric,learning_rate,epochs,additional_information,diagnosis,evidence,next_experiment
synthetic_v3_healthy_012,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[1.565, 1.388, 1.217, 1.054, 0.899, 0.753, 0.616, 0.489, 0.375, 0.275, 0.194, 0.144]","[1.664, 1.482, 1.307, 1.139, 0.98, 0.83, 0.845, 0.56, 0.443, 0.34, 0.257, 0.206]","[0.506, 0.56, 0.611, 0.661, 0.708, 0.752, 0.794, 0.832, 0.867, 0.897, 0.922, 0.937]","[0.506, 0.557, 0.606, 0.653, 0.697, 0.739, 0.734, 0.815, 0.848, 0.877, 0.9, 0.914]",0.000353,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",Gradient clipping was enabled with the same limit in every epoch.,healthy,"Across 12 epochs, training loss decreased from 1.565 to 0.144 and validation loss decreased from 1.664 to 0.206. The final training and validation metrics remained close at 0.937 and 0.914.",Repeat the run with another random seed to check that the result is reproducible.
synthetic_v3_data_leakage_suspected_044,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[0.42, 0.323, 0.235, 0.158, 0.096, 0.058]","[0.38, 0.286, 0.201, 0.127, 0.067, 0.03]","[0.84, 0.881, 0.918, 0.951, 0.978, 0.994]","[0.88, 0.911, 0.938, 0.963, 0.982, 0.994]",0.001,"[1, 2, 3, 4, 5, 6]",A feature audit found that the input column named target_copy exactly matched the target for every training and validation sample. Clean holdout metric was 0.61.,data_leakage_suspected,"The target_copy input feature directly revealed the target in both splits. Validation metric was 0.994, but it fell to 0.610 after removing that feature on a clean holdout.","Remove the overlap, retrain from scratch, and verify the result on a clean holdout."
synthetic_v3_data_leakage_suspected_003,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[0.42, 0.32, 0.23, 0.151, 0.087, 0.047]","[0.38, 0.287, 0.204, 0.131, 0.071, 0.035]","[0.84, 0.88, 0.916, 0.948, 0.973, 0.989]","[0.88, 0.91, 0.937, 0.961, 0.98, 0.992]",0.001,"[1, 2, 3, 4, 5, 6]",A group audit found that records from the same patients appeared in both training and validation instead of being split by patient ID.,data_leakage_suspected,"The same patients occurred in both splits, so related records could leak patient-specific information into validation.","Create a new clean split before preprocessing, remove the leakage source, and evaluate the same configuration on an untouched holdout set."
synthetic_v3_underfitting_021,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[2.019, 1.812, 1.648, 1.524, 1.437, 1.382, 1.355, 1.349]","[2.074, 1.871, 1.709, 1.588, 1.502, 1.448, 1.422, 1.416]","[0.271, 0.334, 0.384, 0.421, 0.448, 0.465, 0.473, 0.475]","[0.265, 0.323, 0.369, 0.404, 0.428, 0.443, 0.451, 0.453]",0.001346,"[1, 2, 3, 4, 5, 6, 7, 8]",Both splits reached a similarly weak plateau near the end.,underfitting,Training remained poor after 8 epochs: training loss was 1.349 and training metric was 0.475. Validation values were similarly poor at 1.416 loss and 0.453 metric.,"Train for more epochs and, if training remains poor, test a larger model."
synthetic_v3_learning_rate_too_low_046,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[1.411, 1.407, 1.404, 1.4, 1.396, 1.392, 1.388, 1.384, 1.38, 1.377, 1.373, 1.369, 1.365, 1.361, 1.357]","[1.471, 1.468, 1.465, 1.462, 1.459, 1.456, 1.452, 1.449, 1.446, 1.443, 1.44, 1.437, 1.434, 1.43, 1.427]","[0.369, 0.372, 0.374, 0.377, 0.38, 0.382, 0.385, 0.388, 0.391, 0.393, 0.396, 0.399, 0.401, 0.404, 0.407]","[0.359, 0.361, 0.362, 0.364, 0.366, 0.368, 0.37, 0.372, 0.373, 0.375, 0.377, 0.379, 0.381, 0.383, 0.384]",1.4e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",The same architecture was used for the complete experiment.,learning_rate_too_low,The curves moved in the right direction but very slowly: over 15 epochs training loss changed by just 0.054 and the metric changed by 0.038.,Try a learning rate ten times larger while keeping the other settings fixed.
synthetic_v3_healthy_018,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[1.413, 1.244, 1.083, 0.93, 0.786, 0.651, 0.526, 0.413, 0.315, 0.235, 0.186]","[1.521, 1.342, 1.172, 1.009, 0.856, 0.871, 0.58, 0.46, 0.356, 0.271, 0.219]","[0.481, 0.544, 0.605, 0.663, 0.718, 0.769, 0.816, 0.859, 0.896, 0.927, 0.945]","[0.479, 0.538, 0.594, 0.647, 0.697, 0.692, 0.788, 0.827, 0.861, 0.889, 0.906]",0.002462,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",No checkpoints were removed from the recorded history.,healthy,"Across 11 epochs, training loss decreased from 1.413 to 0.186 and validation loss decreased from 1.521 to 0.219. The final training and validation metrics remained close at 0.945 and 0.906.",Repeat the run with another random seed to check that the result is reproducible.
synthetic_v3_underfitting_023,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[1.967, 1.892, 1.826, 1.77, 1.723, 1.685, 1.655, 1.632, 1.616, 1.605, 1.6, 1.599]","[2.034, 1.953, 1.883, 1.823, 1.772, 1.731, 1.698, 1.674, 1.656, 1.645, 1.64, 1.639]","[0.295, 0.347, 0.391, 0.429, 0.461, 0.488, 0.508, 0.524, 0.535, 0.542, 0.545, 0.546]","[0.281, 0.331, 0.374, 0.411, 0.442, 0.467, 0.488, 0.503, 0.513, 0.52, 0.523, 0.524]",0.001988,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",The model still performed poorly on its own training examples.,underfitting,"The model still performed poorly on its training data after 12 epochs, with a 0.546 training metric. Validation was similarly weak at 0.524.",Continue training and compare the result with a larger architecture using the same split.
synthetic_v3_underfitting_012,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[2.217, 2.006, 1.834, 1.698, 1.595, 1.523, 1.478, 1.455, 1.45]","[2.301, 2.078, 1.894, 1.749, 1.64, 1.563, 1.514, 1.491, 1.485]","[0.362, 0.382, 0.398, 0.411, 0.421, 0.428, 0.432, 0.435, 0.435]","[0.362, 0.371, 0.379, 0.386, 0.391, 0.394, 0.396, 0.397, 0.397]",0.002655,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",Gradient clipping was enabled with the same limit in every epoch.,underfitting,Training remained poor after 9 epochs: training loss was 1.450 and training metric was 0.435. Validation values were similarly poor at 1.485 loss and 0.397 metric.,"Train for more epochs and, if training remains poor, test a larger model."
synthetic_v3_underfitting_035,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[2.218, 2.008, 1.827, 1.676, 1.552, 1.454, 1.38, 1.328, 1.295, 1.279, 1.275]","[2.278, 2.069, 1.89, 1.74, 1.617, 1.52, 1.446, 1.395, 1.362, 1.346, 1.343]","[0.332, 0.369, 0.401, 0.428, 0.45, 0.467, 0.481, 0.49, 0.495, 0.498, 0.499]","[0.318, 0.354, 0.385, 0.411, 0.433, 0.449, 0.462, 0.471, 0.477, 0.48, 0.48]",0.000504,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",Adding a few extra epochs caused almost no change after the plateau.,underfitting,"The model still performed poorly on its training data after 11 epochs, with a 0.499 training metric. Validation was similarly weak at 0.480.",Continue training and compare the result with a larger architecture using the same split.
synthetic_v3_underfitting_039,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[2.206, 2.049, 1.914, 1.801, 1.709, 1.636, 1.581, 1.542, 1.517, 1.505, 1.503]","[2.231, 2.087, 1.964, 1.861, 1.776, 1.709, 1.659, 1.623, 1.601, 1.59, 1.587]","[0.309, 0.344, 0.374, 0.399, 0.42, 0.436, 0.448, 0.457, 0.462, 0.465, 0.465]","[0.308, 0.34, 0.367, 0.389, 0.408, 0.422, 0.433, 0.441, 0.446, 0.448, 0.449]",0.000605,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","Optimization was stable, yet the small architecture could not fit the training data.",underfitting,Training remained poor after 11 epochs: training loss was 1.503 and training metric was 0.465. Validation values were similarly poor at 1.587 loss and 0.449 metric.,"Train for more epochs and, if training remains poor, test a larger model."
synthetic_v3_healthy_035,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[1.439, 1.222, 1.017, 0.825, 0.648, 0.487, 0.348, 0.234, 0.165]","[1.475, 1.265, 1.066, 0.88, 0.709, 0.554, 0.419, 0.309, 0.241]","[0.42, 0.508, 0.591, 0.669, 0.74, 0.805, 0.862, 0.908, 0.936]","[0.4, 0.484, 0.563, 0.637, 0.706, 0.767, 0.822, 0.865, 0.892]",0.001194,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",Validation had one small wobble before returning to its improving trend.,healthy,"Training and validation followed the same improving trend: losses ended at 0.165 and 0.241, while their metrics reached 0.936 and 0.892.",Repeat the experiment once more to confirm that the stable result is reproducible.
synthetic_v3_underfitting_042,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[2.06, 1.951, 1.86, 1.786, 1.727, 1.683, 1.651, 1.632, 1.622, 1.62]","[2.144, 2.035, 1.943, 1.868, 1.809, 1.764, 1.733, 1.713, 1.703, 1.701]","[0.26, 0.32, 0.37, 0.411, 0.443, 0.468, 0.485, 0.496, 0.501, 0.502]","[0.244, 0.301, 0.349, 0.388, 0.419, 0.442, 0.459, 0.469, 0.474, 0.476]",0.001303,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Batch size and optimizer settings stayed fixed during the run.,underfitting,Training remained poor after 10 epochs: training loss was 1.620 and training metric was 0.502. Validation values were similarly poor at 1.701 loss and 0.476 metric.,"Train for more epochs and, if training remains poor, test a larger model."
synthetic_v3_learning_rate_too_low_018,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[1.594, 1.586, 1.579, 1.571, 1.564, 1.556, 1.548, 1.541, 1.533, 1.525, 1.518, 1.51, 1.503, 1.495, 1.487]","[1.654, 1.647, 1.64, 1.633, 1.626, 1.619, 1.613, 1.606, 1.599, 1.592, 1.585, 1.578, 1.571, 1.564, 1.557]","[0.352, 0.354, 0.356, 0.359, 0.361, 0.363, 0.365, 0.367, 0.37, 0.372, 0.374, 0.376, 0.378, 0.381, 0.383]","[0.342, 0.343, 0.344, 0.346, 0.347, 0.348, 0.349, 0.351, 0.352, 0.353, 0.355, 0.356, 0.357, 0.358, 0.36]",5.8e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",No checkpoints were removed from the recorded history.,learning_rate_too_low,"Training loss decreased consistently by only 0.107, from 1.594 to 1.487, across 15 epochs, while the training metric improved by only 0.031.",Increase the learning rate by about 10x and run the same experiment again.
synthetic_v3_insufficient_evidence_001,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[1.34, 1.103, 0.888, 0.701, 0.548, 0.456]",[],"[0.425, 0.514, 0.594, 0.664, 0.721, 0.756]",[],0.001,"[1, 2, 3, 4, 5, 6]",Validation loss and validation metric were not recorded.,insufficient_evidence,"Validation loss and validation metric are missing, so generalization cannot be compared with training performance.",Run the experiment again with validation loss and validation metric logging enabled.
synthetic_v3_overfitting_027,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[1.368, 1.196, 1.031, 0.875, 0.727, 0.589, 0.461, 0.346, 0.245, 0.163, 0.113]","[1.428, 1.005, 0.662, 0.453, 0.529, 0.603, 0.676, 0.747, 0.816, 0.881, 0.939]","[0.54, 0.601, 0.659, 0.715, 0.767, 0.816, 0.861, 0.902, 0.938, 0.967, 0.985]","[0.53, 0.681, 0.803, 0.878, 0.833, 0.789, 0.746, 0.704, 0.663, 0.624, 0.591]",0.001334,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",No early stopping was used after the validation score peaked.,overfitting,"Validation performance was best at epoch 4 and became worse afterward, even though training loss kept falling to 0.113.",Restore the checkpoint from epoch 4 and test early stopping.
synthetic_v3_insufficient_evidence_029,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[1.302, 1.062, 0.844, 0.655, 0.5, 0.406]","[1.353, 1.117, 0.904, 0.718, 0.566, 0.474]","[0.376, 0.488, 0.589, 0.677, 0.749, 0.793]",[],0.001,"[1, 2, 3, 4, 5, 6]","Validation loss exists, but the validation metric and metric definition are missing.",insufficient_evidence,"The validation metric and its definition were not recorded, so the available information is incomplete and does not support a reliable diagnosis.","Record the validation metric and its definition, then rerun the evaluation."
synthetic_v3_healthy_046,controlled_synthetic_v3,train,controlled_encoder,text_classification,"[1.646, 1.399, 1.165, 0.947, 0.745, 0.563, 0.404, 0.275, 0.196]","[1.699, 1.451, 1.216, 0.996, 0.793, 0.61, 0.45, 0.32, 0.241]","[0.478, 0.559, 0.635, 0.707, 0.773, 0.833, 0.885, 0.928, 0.954]","[0.462, 0.54, 0.614, 0.682, 0.746, 0.803, 0.853, 0.894, 0.919]",0.001041,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",The same architecture was used for the complete experiment.,healthy,"Both splits improved over 9 epochs. Final losses were 0.196 for training and 0.241 for validation, with final metrics of 0.954 and 0.919.",Run the same configuration with a second seed and compare the final metrics.
synthetic_v3_data_leakage_suspected_033,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[0.42, 0.321, 0.232, 0.154, 0.091, 0.053]","[0.38, 0.283, 0.194, 0.117, 0.055, 0.017]","[0.84, 0.881, 0.919, 0.952, 0.978, 0.994]","[0.88, 0.911, 0.938, 0.962, 0.982, 0.994]",0.001,"[1, 2, 3, 4, 5, 6]",A group audit found that records from the same patients appeared in both training and validation instead of being split by patient ID.,data_leakage_suspected,"The same patients occurred in both splits, so related records could leak patient-specific information into validation.","Create a new clean split before preprocessing, remove the leakage source, and evaluate the same configuration on an untouched holdout set."
synthetic_v3_learning_rate_too_high_014,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.306, 2.019, 1.422, 2.588, 0.92, 2.946, 0.96, 3.142, 0.806, 3.388]","[1.464, 2.103, 1.551, 2.713, 1.057, 3.102, 1.124, 3.232, 0.987, 3.545]","[0.5, 0.376, 0.596, 0.361, 0.588, 0.241, 0.585, 0.325, 0.535, 0.249]","[0.462, 0.345, 0.578, 0.335, 0.558, 0.226, 0.549, 0.315, 0.519, 0.235]",0.2552,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Data augmentation settings stayed unchanged during training.,learning_rate_too_high,"The large recurring loss spikes were paired with metric drops, such as 0.500 to 0.376 between epochs 1 and 2.",Reduce the learning rate first and check whether the loss begins to converge smoothly.
synthetic_v3_overfitting_001,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[1.644, 1.455, 1.273, 1.098, 0.933, 0.776, 0.63, 0.495, 0.373, 0.266, 0.18, 0.127]","[1.734, 0.854, 0.317, 0.396, 0.473, 0.55, 0.625, 0.699, 0.771, 0.841, 0.907, 0.964]","[0.53, 0.583, 0.635, 0.684, 0.73, 0.774, 0.816, 0.854, 0.888, 0.918, 0.942, 0.957]","[0.52, 0.688, 0.791, 0.768, 0.746, 0.724, 0.703, 0.682, 0.661, 0.641, 0.622, 0.606]",0.001528,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",The best validation checkpoint occurred before the final epoch.,overfitting,"After epoch 3, training continued improving to 0.127 loss, but validation loss moved in the opposite direction and finished at 0.964.",Use epoch 3 as the early-stopping point and compare it with the final checkpoint.
synthetic_v3_learning_rate_too_low_026,controlled_synthetic_v3,train,controlled_cnn,image_classification,"[1.826, 1.818, 1.809, 1.801, 1.792, 1.784, 1.775, 1.767, 1.759, 1.75, 1.742, 1.733, 1.725, 1.716, 1.708, 1.7]","[1.886, 1.878, 1.871, 1.863, 1.855, 1.847, 1.839, 1.832, 1.824, 1.816, 1.808, 1.801, 1.793, 1.785, 1.777, 1.77]","[0.412, 0.417, 0.423, 0.428, 0.433, 0.438, 0.444, 0.449, 0.454, 0.46, 0.465, 0.47, 0.476, 0.481, 0.486, 0.492]","[0.402, 0.407, 0.411, 0.416, 0.421, 0.426, 0.43, 0.435, 0.44, 0.444, 0.449, 0.454, 0.459, 0.463, 0.468, 0.473]",5.9e-06,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",The same architecture was used for the complete experiment.,learning_rate_too_low,"Despite 16 stable epochs, training loss only moved from 1.826 to 1.700, leaving performance poor within the available budget.",Raise the learning rate and compare how much progress is made in the same epoch budget.
synthetic_v3_data_leakage_suspected_030,controlled_synthetic_v3,train,controlled_mlp,binary_classification,"[0.42, 0.321, 0.232, 0.153, 0.09, 0.051]","[0.38, 0.284, 0.196, 0.12, 0.058, 0.021]","[0.84, 0.879, 0.915, 0.945, 0.971, 0.986]","[0.88, 0.911, 0.939, 0.963, 0.983, 0.995]",0.001,"[1, 2, 3, 4, 5, 6]",A split audit found 345 identical samples in both the training and validation sets. Accuracy on a deduplicated holdout was 0.68.,data_leakage_suspected,"The split audit found 345 exact duplicates shared by the training and validation sets. Validation metric was 0.995, but the deduplicated holdout metric was 0.680.","Create a new clean split before preprocessing, remove the leakage source, and evaluate the same configuration on an untouched holdout set."
synthetic_v3_insufficient_evidence_040,controlled_synthetic_v3,train,controlled_encoder,text_classification,[1.782],[1.827],[0.604],[0.585],0.001,[1],The run completed without hardware or logging errors.,insufficient_evidence,"Only one epoch is available, so no training or validation trend can be established.",Continue training for more epochs and record both training and validation metrics.
synthetic_v3_healthy_043,controlled_synthetic_v3,train,controlled_mlp,multiclass_classification,"[1.317, 1.181, 1.051, 0.926, 0.808, 0.696, 0.591, 0.495, 0.407, 0.331, 0.269, 0.231]","[1.391, 1.252, 1.118, 0.99, 0.868, 0.753, 0.646, 0.546, 0.457, 0.378, 0.315, 0.276]","[0.481, 0.534, 0.584, 0.632, 0.678, 0.721, 0.761, 0.799, 0.832, 0.862, 0.886, 0.9]","[0.458, 0.509, 0.557, 0.603, 0.646, 0.688, 0.726, 0.762, 0.794, 0.822, 0.845, 0.859]",0.000588,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",A second seed produced a similar smooth improvement on both splits.,healthy,"Both splits improved over 12 epochs. Final losses were 0.231 for training and 0.276 for validation, with final metrics of 0.900 and 0.859.",Run the same configuration with a second seed and compare the final metrics.
synthetic_v3_learning_rate_too_high_047,controlled_synthetic_v3,train,controlled_sequence_net,sequence_classification,"[0.822, 2.519, 1.14, 1.9, 0.814, 2.806, 1.183, 2.357]","[0.963, 2.624, 1.301, 2.094, 0.938, 2.893, 1.29, 2.492]","[0.534, 0.312, 0.521, 0.318, 0.557, 0.221, 0.564, 0.24]","[0.514, 0.277, 0.482, 0.299, 0.531, 0.19, 0.553, 0.225]",0.0851,"[1, 2, 3, 4, 5, 6, 7, 8]",Neither split settled into a downward trend during the run.,learning_rate_too_high,"The large recurring loss spikes were paired with metric drops, such as 0.534 to 0.312 between epochs 1 and 2.",Reduce the learning rate first and check whether the loss begins to converge smoothly.
synthetic_v3_underfitting_033,controlled_synthetic_v3,train,controlled_tabular_net,binary_classification,"[2.215, 1.952, 1.744, 1.587, 1.476, 1.407, 1.373, 1.365]","[2.291, 2.017, 1.8, 1.636, 1.521, 1.449, 1.413, 1.405]","[0.342, 0.386, 0.42, 0.447, 0.465, 0.477, 0.483, 0.484]","[0.342, 0.382, 0.414, 0.438, 0.455, 0.465, 0.47, 0.472]",0.00114,"[1, 2, 3, 4, 5, 6, 7, 8]",The model still performed poorly on its own training examples.,underfitting,Training remained poor after 8 epochs: training loss was 1.365 and training metric was 0.484. Validation values were similarly poor at 1.405 loss and 0.472 metric.,"Train for more epochs and, if training remains poor, test a larger model."
